Price,Close,High,Low,Open,Volume
Ticker,AUBANK.NS,AUBANK.NS,AUBANK.NS,AUBANK.NS,AUBANK.NS
Date,,,,,
2020-07-01,277.86,282.59,269.65,274.13,731888
2020-07-02,286.29,290.55,280.00,285.47,567316
2020-07-03,282.06,292.54,275.30,292.54,506478
2020-07-06,296.14,296.14,282.44,285.07,1421568
2020-07-07,310.94,310.94,293.53,300.47,1157290
2020-07-08,321.54,326.49,303.51,319.70,2778488
2020-07-09,310.02,325.87,305.97,315.87,1713778
2020-07-10,309.60,317.41,303.48,310.90,841822
2020-07-13,310.72,321.39,306.96,315.92,1392312
2020-07-14,316.34,319.40,306.96,310.72,920320
2020-07-15,313.43,320.80,309.45,318.41,1237194
2020-07-16,317.96,320.90,307.64,313.43,876086
2020-07-17,325.35,329.35,319.15,320.85,904520
2020-07-20,341.59,341.59,327.36,327.36,733084
2020-07-21,358.66,358.66,347.26,358.66,3177460
2020-07-22,359.40,365.10,343.28,359.20,2303698
2020-07-23,375.17,377.36,360.90,363.08,1484126
2020-07-24,393.68,393.93,376.62,380.10,5864034
2020-07-27,385.07,406.42,379.20,384.08,2293504
2020-07-28,390.87,400.47,381.42,393.03,2926052
2020-07-29,371.34,395.52,371.34,395.52,1113566
2020-07-30,352.79,372.34,352.79,369.15,2113056
2020-07-31,368.38,370.42,338.61,345.75,1535146
2020-08-03,354.95,373.13,351.74,373.13,755680
2020-08-04,346.64,363.18,344.80,359.70,549382
2020-08-05,361.14,363.95,349.28,350.65,973484
2020-08-06,366.49,375.62,358.23,364.55,1081506
2020-08-07,352.98,363.03,351.74,362.24,964834
2020-08-10,349.25,358.11,348.76,355.97,535850
2020-08-11,346.74,355.27,344.95,351.94,426508
2020-08-12,360.25,363.58,345.52,349.08,895802
2020-08-13,356.54,364.63,353.73,363.13,450518
2020-08-14,352.19,360.70,345.47,360.70,383570
2020-08-17,351.84,355.77,349.50,354.88,277408
2020-08-18,358.21,361.09,351.74,355.22,620562
2020-08-19,363.95,370.65,358.88,363.18,1954798
2020-08-20,361.14,367.14,356.22,363.18,462276
2020-08-21,359.90,366.17,358.21,363.68,355678
