Price,Close,High,Low,Open,Volume
Ticker,CDSL.NS,CDSL.NS,CDSL.NS,CDSL.NS,CDSL.NS
Date,,,,,
2020-09-01,192.95,196.06,187.38,188.75,1337982
2020-09-02,228.05,231.52,191.63,193.63,26251036
2020-09-03,217.96,242.49,214.70,225.08,20831938
2020-09-04,219.37,228.10,210.45,212.34,12059078
2020-09-07,220.90,228.71,219.18,222.75,4485796
2020-09-08,210.58,223.11,207.77,221.56,3405760
2020-09-09,214.37,217.27,206.36,206.36,6150166
2020-09-10,215.25,221.44,212.08,216.94,3529150
2020-09-11,212.44,217.04,210.60,216.18,2191166
2020-09-14,225.04,226.30,214.89,214.89,5496790
2020-09-15,231.52,233.43,224.14,226.61,4650606
2020-09-16,232.28,235.57,228.21,232.86,3329042
2020-09-17,227.14,232.28,223.97,231.09,1887418
2020-09-18,223.54,228.71,220.61,228.71,1671626
2020-09-21,210.15,225.37,208.75,223.95,2153828
2020-09-22,208.72,214.34,200.26,211.56,3212532
2020-09-23,228.52,231.09,209.41,210.60,7257506
2020-09-24,218.94,232.66,217.04,226.30,5075966
2020-09-25,225.90,228.61,220.13,222.52,2872732
2020-09-28,235.14,241.10,225.42,228.00,6999694
2020-09-29,231.55,240.50,227.30,236.14,4259028
2020-09-30,229.92,234.67,227.76,233.07,2137346
2020-10-01,231.07,235.19,229.45,232.05,2030592
2020-10-05,229.92,233.31,227.90,231.62,1317928
2020-10-06,228.28,232.78,226.99,231.57,1939608
2020-10-07,226.14,228.85,223.06,228.85,1128868
2020-10-08,221.49,227.28,219.78,225.18,1369594
2020-10-09,221.42,223.92,220.63,221.49,970538
2020-10-12,229.88,232.71,217.54,221.90,2167528
2020-10-13,227.83,232.52,225.61,232.19,2725432
2020-10-14,223.33,226.90,222.28,225.83,917082
2020-10-15,217.11,228.45,215.96,222.54,1583194
2020-10-16,216.06,220.09,213.51,218.66,1591280
2020-10-19,212.30,218.18,212.03,216.80,1674448
2020-10-20,215.42,218.13,210.65,212.03,1375458
2020-10-21,222.21,227.66,216.27,217.32,4429600
2020-10-22,219.59,225.06,218.70,221.99,1483332
2020-10-23,219.35,222.30,218.35,221.54,1068216
2020-10-26,219.87,224.33,216.82,221.56,2477228
2020-10-27,224.54,227.47,217.49,220.61,3051820
2020-10-28,220.61,226.47,219.35,225.76,1261494
2020-10-29,221.28,222.52,217.32,219.66,1088428
2020-10-30,230.21,232.50,221.56,221.56,4835822
2020-11-02,222.40,232.02,221.09,231.57,1475772
2020-11-03,220.66,224.90,220.13,223.92,783562
2020-11-04,219.73,224.66,218.56,220.37,1007200
2020-11-05,222.71,224.25,220.51,221.13,932776
2020-11-06,221.25,224.56,219.66,223.42,1088394
2020-11-09,226.52,228.61,221.09,222.66,2579900
2020-11-10,222.99,228.71,222.04,227.76,1504212
2020-11-11,225.85,228.09,223.37,223.85,1529696
2020-11-12,228.40,229.64,224.47,226.09,1717212
2020-11-13,236.29,239.38,226.30,228.59,7411226
2020-11-14,237.62,240.05,234.69,238.12,1112268
2020-11-17,241.19,245.32,232.05,238.62,4511970
2020-11-18,238.33,243.81,236.33,241.53,1756424
2020-11-19,228.95,240.62,227.76,235.74,2614008
2020-11-20,232.78,234.43,228.97,230.45,1830720
2020-11-23,233.67,239.53,232.57,233.95,1944284
2020-11-24,232.33,235.24,231.62,233.95,936400
2020-11-25,226.04,234.38,223.95,233.50,2234384
2020-11-26,224.61,227.97,222.59,227.57,1524438
2020-11-27,233.33,235.38,224.42,225.85,5033098
2020-12-01,235.52,238.22,232.14,235.14,1757658
2020-12-02,237.95,240.72,234.07,235.52,2284544
2020-12-03,250.65,252.03,237.48,237.76,7826120
2020-12-04,260.66,269.88,252.34,252.77,10662916
2020-12-07,251.41,260.16,250.18,259.66,2779146
2020-12-08,249.41,259.16,248.01,252.77,2860286
2020-12-09,250.46,255.39,248.72,250.68,2734396
2020-12-10,250.49,255.68,246.24,249.68,3394852
2020-12-11,249.20,254.92,246.96,251.58,2013918
2020-12-14,246.70,251.87,245.89,250.96,1411004
2020-12-15,245.05,248.20,243.55,247.63,1456726
2020-12-16,246.32,248.72,244.31,247.01,1601484
2020-12-17,250.29,254.58,245.86,247.29,3846246
2020-12-18,247.20,252.41,244.91,250.96,1516746
2020-12-21,237.14,251.34,226.33,246.82,2958352
2020-12-22,238.36,242.93,227.28,238.50,2434808
2020-12-23,245.22,246.82,238.72,240.10,1669724
2020-12-24,246.74,249.13,244.51,247.53,1113324
2020-12-28,250.15,251.99,248.25,248.72,1279140
2020-12-29,248.13,252.53,246.36,252.06,872078
2020-12-30,250.06,251.34,245.60,248.67,1091694
2020-12-31,254.01,256.58,248.34,249.20,2937916
2021-01-01,253.30,256.35,252.53,256.35,838758
2021-01-04,250.75,255.61,250.15,254.54,1264282
2021-01-05,251.41,255.80,249.22,249.79,1637498
2021-01-06,248.84,253.96,246.84,252.49,1129378
2021-01-07,257.39,262.54,250.15,252.06,6399536
2021-01-08,256.61,260.75,254.92,259.68,1440918
2021-01-11,252.65,259.20,251.10,257.20,1943318
2021-01-12,253.70,255.89,251.32,253.68,1063680
2021-01-13,252.32,259.20,249.87,254.34,1828960
2021-01-14,251.41,253.53,249.68,252.87,1229884
2021-01-15,245.91,253.01,245.20,251.46,1064868
2021-01-18,240.93,245.39,238.24,245.39,1609532
2021-01-19,249.13,250.03,242.05,242.15,1419260
2021-01-20,247.46,250.03,246.17,250.03,576088
2021-01-21,245.79,250.91,243.62,248.96,1207338
2021-01-22,240.81,244.43,239.67,243.48,1050804
2021-01-25,232.47,244.24,231.19,242.58,2135836
2021-01-27,233.33,234.90,226.97,232.90,2328184
2021-01-28,230.93,233.14,229.19,231.09,998808
2021-01-29,230.00,235.50,228.71,232.64,766914
2021-02-01,232.83,239.55,230.21,230.62,2385760
2021-02-02,240.57,242.48,236.33,242.48,1266476
2021-02-03,247.41,249.68,238.48,241.10,1961756
2021-02-04,251.03,255.39,249.70,252.51,3153746
2021-02-05,242.96,252.65,242.05,251.03,1621144
2021-02-08,247.53,250.06,243.96,245.39,1538050
2021-02-09,244.17,249.44,243.48,249.44,1530482
2021-02-10,248.48,249.82,243.03,245.24,1106258
2021-02-11,247.03,249.32,245.51,248.48,616858
2021-02-12,256.37,257.30,246.39,247.94,4624108
2021-02-15,270.62,278.26,259.68,263.49,11346226
2021-02-16,264.57,275.74,263.59,272.07,2881160
2021-02-17,267.47,269.69,263.54,263.92,1419414
2021-02-18,264.14,268.73,262.33,268.73,1049566
2021-02-19,272.12,282.50,262.59,264.35,5091606
2021-02-22,281.58,289.70,273.95,273.98,7308880
2021-02-23,288.39,294.94,284.46,289.08,5758454
2021-02-24,295.04,297.54,288.10,288.32,2221918
2021-02-25,295.15,301.37,293.61,297.80,2403056
2021-02-26,297.37,303.99,287.10,287.10,3469204
2021-03-01,299.04,304.61,296.01,301.13,1976744
2021-03-02,292.49,301.13,290.65,301.13,1678184
2021-03-03,294.70,300.85,292.20,293.03,1681172
2021-03-04,294.92,297.80,291.37,293.03,929410
2021-03-05,285.84,295.80,284.55,295.42,1829986
2021-03-08,285.53,290.15,284.29,287.27,1019382
2021-03-09,280.77,288.22,277.86,286.53,1112630
2021-03-10,281.05,284.93,278.86,283.03,754366
2021-03-12,279.57,285.27,278.88,283.70,923926
2021-03-15,289.48,291.80,269.45,281.41,2282140
2021-03-16,301.80,308.28,287.32,289.70,5117234
2021-03-17,293.32,307.23,291.61,300.18,2575536
2021-03-18,287.41,300.83,282.65,295.42,2248402
2021-03-19,290.41,292.75,275.88,284.46,3983820
2021-03-22,290.41,293.87,287.98,293.03,1086768
2021-03-23,303.85,306.38,290.18,291.03,3381656
2021-03-24,302.18,311.52,298.40,301.04,2703718
2021-03-25,298.99,303.85,293.01,300.90,1597274
2021-03-26,307.23,312.93,300.75,300.75,2212542
2021-03-30,311.33,315.43,307.33,307.33,1280372
2021-03-31,312.59,321.15,296.06,311.36,2088976
2021-04-01,312.40,320.05,310.71,314.98,1425468
2021-04-05,310.90,314.24,304.47,314.00,1503284
2021-04-06,343.09,349.19,309.97,313.52,13162034
2021-04-07,354.50,364.03,339.97,343.54,6830404
2021-04-08,360.60,366.87,354.98,355.43,2860686
2021-04-09,357.76,362.24,356.43,362.12,885328
2021-04-12,336.47,352.57,329.37,352.57,1972620
2021-04-13,338.40,351.09,336.39,339.25,1334068
2021-04-15,342.61,344.97,333.06,337.82,1116816
2021-04-16,345.54,350.57,339.87,343.76,922224
2021-04-19,339.54,349.74,331.63,340.78,1171112
2021-04-20,342.45,346.85,338.82,344.40,640560
2021-04-22,343.59,350.45,339.37,341.64,1015054
2021-04-23,343.37,348.78,341.90,342.83,681638
2021-04-26,348.47,350.16,345.45,345.45,598574
2021-04-27,372.01,377.37,352.62,353.07,3041908
2021-04-28,387.69,393.10,372.61,373.99,3034188
2021-04-29,382.83,393.50,374.32,390.95,1419866
2021-04-30,384.42,394.05,382.14,382.61,1451828
2021-05-03,379.21,390.67,375.94,384.49,1498730
2021-05-04,370.22,389.76,366.91,382.14,1655830
2021-05-05,377.37,380.09,370.70,372.68,647160
2021-05-06,376.20,381.66,370.58,377.85,1156926
2021-05-07,380.56,396.43,378.32,378.32,3136644
2021-05-10,383.35,390.62,381.68,385.00,1003808
2021-05-11,380.23,385.26,377.37,381.18,742586
2021-05-12,382.61,389.47,378.80,381.18,1111932
2021-05-14,395.41,397.38,380.85,385.45,4353354
2021-05-17,410.84,416.82,400.24,400.24,3559208
2021-05-18,414.54,426.42,412.20,415.01,1627172
2021-05-19,419.04,427.88,414.54,414.54,1749470
2021-05-20,414.30,424.42,410.72,421.40,800178
2021-05-21,415.06,418.90,413.58,416.90,593342
2021-05-24,422.21,431.21,414.54,417.97,1793192
2021-05-25,422.57,427.26,420.73,426.09,569460
2021-05-26,422.92,428.62,421.21,424.42,1008244
2021-05-27,425.31,428.35,420.83,424.02,789062
2021-05-28,462.97,470.24,426.47,428.33,6197648
2021-05-31,471.55,480.62,466.45,474.10,3005924
2021-06-01,459.97,474.00,450.27,471.67,1935556
2021-06-02,462.83,468.14,456.51,459.80,1084776
2021-06-03,460.76,465.42,457.42,465.00,855700
2021-06-04,463.88,471.83,458.04,462.90,1411308
2021-06-07,469.81,475.69,463.90,463.90,1002708
2021-06-08,467.62,472.88,462.30,472.19,709600
2021-06-09,462.57,471.79,458.37,468.86,1016656
2021-06-10,464.40,468.86,458.87,464.57,768946
2021-06-11,464.90,469.64,459.73,465.47,693592
2021-06-14,469.78,474.43,455.04,466.71,903886
2021-06-15,480.08,490.75,476.53,476.96,2677956
2021-06-16,481.08,486.01,477.43,480.08,801374
2021-06-17,471.95,479.81,470.43,478.86,926160
2021-06-18,469.28,476.00,452.68,475.26,1569310
2021-06-21,473.50,475.76,458.52,462.66,733104
2021-06-22,460.97,478.86,436.53,478.86,8145238
2021-06-23,463.59,468.69,461.23,466.81,787234
2021-06-24,459.56,466.45,456.94,466.43,461714
2021-06-25,463.09,465.04,459.33,459.75,435192
2021-06-28,472.81,475.29,462.90,466.95,813296
2021-06-29,469.36,475.53,467.76,475.53,626354
2021-06-30,466.26,472.17,464.09,472.17,483302
2021-07-01,467.85,474.10,464.57,468.55,588946
2021-07-02,493.04,504.54,467.19,470.62,4128662
2021-07-05,495.32,506.97,492.92,496.49,2018648
2021-07-06,487.63,499.83,482.20,496.49,790862
2021-07-07,487.22,490.27,481.72,490.27,563962
2021-07-08,488.49,497.92,481.29,486.01,833360
2021-07-09,501.52,506.97,495.99,496.49,2076256
2021-07-12,516.19,520.79,501.95,505.54,2073138
2021-07-13,597.72,609.80,519.41,521.27,11847056
2021-07-14,621.50,633.43,579.92,593.07,8621416
2021-07-15,666.83,678.51,621.81,623.71,8088062
2021-07-16,690.56,713.24,671.84,671.84,7124824
2021-07-19,732.56,752.36,640.89,685.15,9525756
2021-07-20,715.53,751.62,705.19,729.25,5205722
2021-07-22,679.77,698.02,679.77,698.02,474204
2021-07-23,645.80,666.17,645.80,645.80,486556
2021-07-26,666.98,678.08,613.51,613.51,1855756
2021-07-27,645.41,678.08,633.86,662.31,1117200
2021-07-28,633.41,657.49,619.42,646.58,592882
2021-07-29,625.26,643.10,616.09,633.72,551926
2021-07-30,634.41,652.30,614.66,626.57,592624
2021-08-02,666.12,666.12,645.63,652.30,818924
2021-08-03,656.25,683.27,652.78,680.79,514598
2021-08-04,635.31,669.45,631.81,668.02,549272
2021-08-05,641.96,661.83,605.60,623.52,674582
2021-08-06,636.91,645.63,625.38,625.38,304296
2021-08-09,626.93,649.13,619.42,648.01,388686
2021-08-10,610.08,628.95,595.60,626.95,851390
2021-08-11,600.65,608.46,579.59,601.82,1070064
2021-08-12,591.43,609.32,588.45,600.36,630196
2021-08-13,594.03,608.42,587.90,607.99,437840
2021-08-16,586.50,595.60,581.50,595.60,378566
2021-08-17,573.90,587.98,571.77,586.07,648236
2021-08-18,576.83,586.07,573.44,577.45,545540
2021-08-20,576.28,600.36,573.68,576.80,717624
2021-08-23,547.78,590.83,547.47,581.78,1076296
2021-08-24,568.77,571.77,525.08,545.57,949004
2021-08-25,550.50,567.49,543.66,567.49,573724
2021-08-26,553.95,557.48,543.66,552.72,401650
2021-08-27,556.60,563.20,547.95,553.95,339012
2021-08-30,582.64,584.43,547.95,556.05,1429316
2021-08-31,566.13,583.69,562.25,583.21,905104
2021-09-01,563.91,575.11,559.89,575.11,618992
2021-09-02,562.53,571.77,560.34,569.39,680188
2021-09-03,572.20,578.92,562.25,568.44,648696
2021-09-06,576.54,580.35,571.30,576.54,606694
2021-09-07,571.13,580.83,567.25,580.83,469414
2021-09-08,599.67,599.67,571.54,580.35,1408384
2021-09-09,629.64,629.64,607.51,609.89,1185618
2021-09-13,661.11,661.11,640.46,647.66,784000
2021-09-14,647.39,690.36,633.75,690.36,1851606
2021-09-15,654.69,662.46,634.70,646.70,612148
2021-09-16,663.54,670.21,647.90,659.17,543286
2021-09-17,647.11,665.89,640.46,663.97,1051614
2021-09-20,620.22,645.26,618.87,640.46,730438
2021-09-21,615.78,626.07,599.68,618.87,705762
2021-09-22,609.76,631.25,607.36,623.67,517230
2021-09-23,611.01,621.20,608.32,618.83,553066
2021-09-24,608.25,623.67,602.56,616.47,459812
2021-09-27,638.64,638.64,610.29,620.31,862146
2021-09-28,626.69,647.66,618.87,641.90,732886
2021-09-29,621.34,633.00,612.16,618.87,410782
2021-09-30,618.87,630.87,613.60,623.67,491712
2021-10-01,618.78,621.27,610.72,618.87,271294
2021-10-04,621.94,629.91,619.35,628.47,365132
2021-10-05,623.45,633.27,621.75,623.19,434450
2021-10-06,617.70,629.91,614.56,629.91,406622
2021-10-07,619.59,628.47,618.61,626.07,305918
2021-10-08,649.03,650.56,619.83,621.75,1452396
2021-10-11,664.76,671.14,629.91,653.89,1412182
2021-10-12,675.44,681.24,664.45,668.77,842936
2021-10-13,679.90,688.44,675.96,680.76,799358
2021-10-14,670.97,686.95,662.05,686.04,585592
2021-10-18,666.08,682.15,664.45,672.60,494278
2021-10-19,650.06,671.65,642.86,671.17,708262
2021-10-20,659.53,666.85,621.27,651.98,628770
2021-10-21,651.02,668.29,641.90,664.45,366816
2021-10-22,644.88,659.65,641.90,657.73,298512
2021-10-25,637.49,666.85,614.08,659.65,605862
2021-10-26,669.34,669.34,640.10,651.98,843230
2021-10-27,662.22,680.76,659.65,676.44,762208
2021-10-28,641.37,664.93,637.15,664.93,609312
2021-10-29,649.17,657.25,621.27,635.66,1019232
2021-11-01,665.96,671.65,653.65,671.65,1188798
2021-11-02,661.21,671.65,656.29,671.65,703086
2021-11-03,677.31,684.17,650.61,659.65,1787002
2021-11-04,704.22,711.15,690.36,694.67,1947620
2021-11-08,695.73,710.02,686.04,705.23,1301826
2021-11-09,697.50,705.23,687.12,694.03,808912
2021-11-10,695.39,704.27,689.44,699.47,760978
2021-11-11,699.69,717.22,692.27,695.63,913436
2021-11-12,712.42,716.67,695.92,700.43,1158260
2021-11-15,752.41,779.11,724.42,724.42,3718376
2021-11-16,744.81,772.34,732.86,762.29,1764868
2021-11-17,739.82,747.88,725.11,743.61,948970
2021-11-18,720.77,744.64,703.76,741.21,1604254
2021-11-22,687.21,724.39,669.25,722.07,1503240
2021-11-23,694.84,702.83,670.09,676.92,919972
2021-11-24,705.13,719.14,696.76,702.08,1003664
2021-11-25,706.74,712.14,693.95,710.12,502666
2021-11-26,678.67,699.54,675.99,695.15,1244822
2021-11-29,657.37,671.17,620.65,667.33,1732254
2021-11-30,696.14,708.56,658.21,658.21,1939650
2021-12-01,694.22,718.66,684.60,711.85,1602640
2021-12-02,740.20,748.38,684.60,693.23,4312448
2021-12-03,730.49,764.72,727.51,747.45,3065030
2021-12-06,716.96,747.92,712.66,730.49,2250122
2021-12-07,720.80,734.01,710.50,724.42,1531290
2021-12-08,732.29,762.80,722.28,731.61,4782406
2021-12-09,731.18,740.25,726.82,735.93,1328012
2021-12-10,733.75,750.66,729.02,731.13,2091632
2021-12-13,761.00,789.14,737.97,739.89,6432436
2021-12-14,799.55,805.88,756.08,762.32,6489792
2021-12-15,786.23,832.07,777.77,808.13,6504002
2021-12-16,769.39,805.97,765.75,795.42,2758416
2021-12-17,747.30,779.59,741.21,771.86,2234214
2021-12-20,708.63,733.03,693.26,729.21,3281572
2021-12-21,704.22,734.01,698.44,719.62,1851092
2021-12-22,713.53,724.39,704.27,717.13,1259888
2021-12-23,716.21,726.34,711.22,722.02,881244
2021-12-24,702.16,719.38,700.43,719.38,1158952
2021-12-27,702.44,710.02,692.75,700.91,993138
2021-12-28,714.56,729.69,711.56,724.42,1091628
2021-12-29,704.36,722.95,702.83,714.56,1146372
2021-12-30,713.24,733.99,695.63,704.75,1526188
2021-12-31,719.52,733.05,712.42,713.14,1285278
2022-01-03,735.38,738.81,720.12,720.58,1331416
2022-01-04,736.36,747.40,727.78,738.33,1081688
2022-01-05,732.84,740.06,725.02,736.89,752214
2022-01-06,742.94,750.80,722.02,726.22,1399630
2022-01-07,743.63,758.96,739.31,749.84,1161966
2022-01-10,742.98,753.20,736.43,753.20,815906
2022-01-11,736.36,746.73,732.48,744.09,785306
2022-01-12,737.63,743.54,734.04,743.34,558532
2022-01-13,771.72,779.47,738.83,742.65,3236260
2022-01-14,775.03,791.58,765.44,770.95,2238770
2022-01-17,784.91,793.50,777.60,778.10,1413466
2022-01-18,763.90,789.95,760.64,788.68,1405694
2022-01-19,773.95,784.29,746.01,761.84,1533442
2022-01-20,779.47,788.70,770.26,774.21,1340166
2022-01-21,759.49,782.47,753.20,776.66,1357108
2022-01-24,720.68,759.92,714.82,757.52,1806968
2022-01-25,724.47,746.97,686.71,709.07,1838792
2022-01-27,713.53,737.37,710.50,717.22,1224368
2022-01-28,719.04,728.83,717.22,717.22,959332
2022-01-31,722.14,730.85,718.06,722.98,780948
